game_id,Date,Team,Opponent,Result,Score,Opponent Score,HomeTeamAdvantage,PrevWeekBYE,RunningAvgScore,Wins,Losses,Home_Win_Rate,Away_Win_Rate,AP Rank,W,L,OSRS,DSRS,SRS,Off_Score,Def_Score,Off_Pass,Def_Pass,Off_Rush,Def_Rush,Off_Total,Def_Total
1730,2023-10-21,89,123,0,10,12,1,0,19.5,6,2,0.8,0.6666666666666666,24,10,4,-7.03,13.29,6.26,33.32,-2.0,6.71,3.49,4.88,1.76,5.6,2.69
1731,2023-10-21,123,89,1,12,10,0,1,20.285714285714285,4,3,0.75,0.3333333333333333,-1,6,7,-0.43,0.43,-0.01,39.63,12.09,8.01,5.84,5.67,3.54,6.56,4.73
1734,2023-10-21,95,206,1,41,3,1,0,36.85714285714285,5,2,1.0,0.3333333333333333,18,9,4,9.06,6.56,15.63,55.33,3.48,9.07,4.59,6.33,3.45,7.49,4.12
1735,2023-10-21,206,95,0,3,41,0,0,29.375,4,4,0.6,0.3333333333333333,-1,5,7,5.78,0.62,6.4,48.32,8.9,9.27,5.78,5.79,2.98,7.6,4.23
1740,2023-10-21,115,224,1,45,21,0,0,35.57142857142857,5,2,0.75,0.6666666666666666,-1,10,3,11.2,-4.9,6.29,51.9,16.18,9.47,6.49,5.55,3.56,7.59,5.09
1741,2023-10-21,224,115,0,21,45,1,0,29.0,2,6,0.5,0.0,-1,4,8,1.65,-11.4,-9.75,41.2,23.08,9.17,6.05,5.53,4.15,7.32,5.01
1744,2023-10-21,118,219,0,17,21,1,0,29.75,6,2,0.6666666666666666,0.8,-1,11,3,-4.53,6.28,1.75,35.31,6.37,8.94,5.8,5.18,2.74,6.53,4.2
1745,2023-10-21,219,118,1,21,17,0,0,34.875,7,1,1.0,0.75,-1,11,3,1.91,0.29,2.2,43.03,11.83,9.34,5.61,6.12,3.05,7.41,4.29
1746,2023-10-21,120,121,0,0,49,1,0,18.857142857142858,2,5,0.4,0.0,-1,4,8,-4.57,3.02,-1.54,36.16,12.08,8.55,6.25,4.47,2.91,6.45,4.46
1747,2023-10-21,121,120,1,49,0,0,0,40.625,8,0,1.0,1.0,1,15,0,8.53,16.48,25.01,55.91,-6.16,11.0,4.11,6.15,1.83,8.03,2.98
1750,2023-10-21,127,188,1,34,12,1,0,33.875,7,1,0.8,1.0,8,11,2,8.13,8.23,16.36,49.69,0.45,11.0,4.44,5.7,2.43,7.92,3.39
1751,2023-10-21,188,127,0,12,34,0,0,26.571428571428573,2,5,0.6666666666666666,0.0,-1,5,7,1.36,0.98,2.33,44.03,7.75,10.17,5.42,4.29,2.44,7.3,3.85
1756,2023-10-21,136,155,1,17,9,1,1,18.714285714285715,4,3,0.75,0.3333333333333333,-1,5,7,-5.93,7.99,2.06,34.82,3.24,8.22,4.68,5.78,2.02,6.68,3.41
1757,2023-10-21,155,136,0,9,17,0,1,20.142857142857142,3,4,0.75,0.0,-1,8,5,0.65,1.88,2.53,40.86,8.99,8.9,5.54,4.4,2.81,6.41,4.02
1758,2023-10-21,137,184,1,6,0,0,0,15.714285714285714,1,6,0.0,0.25,-1,2,10,-12.92,-2.88,-15.8,26.54,18.47,7.24,7.14,4.03,4.39,5.43,5.57
1759,2023-10-21,184,137,0,0,6,1,0,19.625,3,5,0.4,0.3333333333333333,-1,4,8,-5.83,-2.78,-8.61,33.73,14.89,7.95,5.87,5.14,4.06,6.26,5.08
1768,2023-10-21,146,243,0,27,31,1,0,35.857142857142854,6,1,0.8,1.0,-1,8,5,7.55,-1.54,6.01,50.75,11.68,10.31,5.69,6.27,2.94,8.13,4.28
1769,2023-10-21,243,146,1,31,27,0,1,23.571428571428573,2,5,0.3333333333333333,0.25,-1,3,9,0.22,-4.01,-3.78,40.84,15.45,9.47,5.23,4.57,3.42,6.73,4.31
1774,2023-10-21,149,222,0,28,35,0,0,34.57142857142857,3,4,0.6666666666666666,0.25,-1,5,7,5.93,-13.1,-7.17,44.83,25.2,9.04,6.84,5.96,4.96,7.49,5.6
1775,2023-10-21,222,149,1,35,28,1,0,30.714285714285715,6,1,0.8,1.0,-1,11,3,-1.07,5.06,3.99,37.79,5.46,9.27,5.41,5.06,2.46,6.8,4.0
1776,2023-10-21,157,254,1,20,17,1,0,22.5,6,2,1.0,0.5,-1,10,3,-5.28,4.62,-0.66,33.64,8.18,7.8,5.86,4.59,2.64,5.96,4.3
1777,2023-10-21,254,157,0,17,20,0,0,23.875,2,6,0.6666666666666666,0.0,-1,4,8,-1.19,-10.27,-11.46,37.84,24.21,7.9,7.39,5.06,3.75,6.27,5.59
1778,2023-10-21,158,165,1,20,12,1,0,33.714285714285715,7,0,1.0,1.0,10,11,2,4.02,16.23,20.26,49.0,-6.57,10.77,3.31,5.64,2.16,8.07,2.71
1779,2023-10-21,165,158,0,12,20,0,0,39.71428571428572,6,1,1.0,0.6666666666666666,13,10,3,5.2,13.03,18.23,54.24,-2.47,8.73,4.74,6.1,1.23,7.25,2.81
1780,2023-10-21,159,227,1,31,29,1,1,43.142857142857146,7,0,1.0,1.0,15,10,3,11.51,4.35,15.86,59.1,4.69,10.93,4.65,5.68,2.42,8.07,3.64
1781,2023-10-21,227,159,0,29,31,0,1,34.142857142857146,3,4,0.6666666666666666,0.25,-1,6,7,1.57,0.77,2.34,45.52,8.54,10.5,5.21,6.47,3.51,8.1,4.29
1782,2023-10-21,160,250,1,48,34,0,0,29.142857142857142,5,2,0.75,0.6666666666666666,16,10,4,5.85,0.6,6.45,47.03,10.23,8.55,6.64,6.09,3.18,7.35,4.85
1783,2023-10-21,250,160,0,34,48,1,0,29.285714285714285,4,3,0.75,0.3333333333333333,-1,9,4,5.49,1.54,7.03,47.41,8.75,9.59,5.76,6.46,3.02,7.64,4.34
1784,2023-10-21,163,248,1,38,24,1,0,47.0,6,1,1.0,0.6666666666666666,6,12,2,8.1,11.85,19.94,59.15,-1.82,11.35,4.08,7.03,2.6,9.29,3.32
1785,2023-10-21,248,163,0,24,38,0,0,32.857142857142854,4,3,0.75,0.3333333333333333,-1,5,7,4.87,-0.64,4.23,48.48,10.9,9.94,5.24,4.28,3.16,7.56,3.99
1788,2023-10-21,167,246,0,17,21,0,0,24.571428571428573,2,5,0.5,0.0,-1,3,9,-4.47,1.19,-3.28,37.34,10.2,9.05,6.12,4.65,2.02,6.77,3.76
1789,2023-10-21,246,167,1,21,17,1,0,23.142857142857142,4,3,0.75,0.3333333333333333,-1,4,8,-2.48,-0.84,-3.32,37.51,11.05,9.55,6.34,4.69,2.83,6.65,4.47
1796,2023-10-21,186,236,1,42,21,1,0,32.75,3,5,0.5,0.25,-1,7,6,0.11,1.07,1.18,43.3,10.43,8.82,4.59,6.41,3.35,7.49,3.98
1797,2023-10-21,236,186,0,21,42,0,0,35.25,3,5,0.5,0.25,-1,6,7,6.02,-11.99,-5.97,46.24,24.56,8.88,5.5,5.89,4.14,7.19,4.89
1800,2023-10-21,192,229,1,24,21,0,0,28.0,4,4,0.5,0.5,-1,7,6,2.65,-7.57,-4.92,43.66,20.79,8.98,7.01,5.06,3.25,6.74,5.16
1801,2023-10-21,229,192,0,21,24,1,1,20.571428571428573,1,6,0.0,0.5,-1,3,9,-9.56,-0.36,-9.92,30.53,15.77,7.25,6.81,5.12,3.09,6.06,4.9
1806,2023-10-21,200,228,0,7,42,1,0,21.285714285714285,2,5,0.0,0.6666666666666666,-1,3,9,-3.02,-1.74,-4.76,37.51,16.35,8.66,5.9,4.76,3.47,6.71,4.5
1807,2023-10-21,228,200,1,42,7,0,0,31.285714285714285,5,2,1.0,0.5,-1,8,5,-2.38,8.76,6.37,41.12,1.87,8.95,4.41,5.99,1.65,7.28,3.08
1810,2023-10-21,232,238,0,32,34,1,0,45.375,6,2,0.8,0.6666666666666666,-1,8,5,16.66,-7.07,9.59,61.0,16.01,11.66,5.62,6.29,3.48,9.18,4.35
1811,2023-10-21,238,232,1,34,32,0,0,23.428571428571427,6,1,1.0,0.6666666666666666,-1,8,5,-3.28,10.25,6.97,39.81,-0.15,8.43,4.62,5.47,1.97,6.62,3.36
1812,2023-10-24,103,253,1,42,29,0,0,37.0,8,0,1.0,1.0,25,13,1,9.23,-0.05,9.18,49.89,13.51,11.02,5.73,6.75,3.28,8.2,4.65
1813,2023-10-24,253,103,0,29,42,1,0,29.875,4,4,0.75,0.25,-1,8,5,3.86,-3.77,0.09,43.11,17.79,8.72,5.35,4.74,4.16,7.0,4.73
1814,2023-10-24,107,140,0,24,27,1,1,26.33333333333333,3,6,0.4,0.25,-1,3,9,-1.83,-9.46,-11.28,37.45,22.19,8.91,5.59,4.58,4.76,6.79,5.04
1815,2023-10-24,140,107,1,27,24,0,0,29.444444444444443,6,3,0.75,0.6,-1,10,5,-1.87,0.64,-1.23,37.0,11.7,9.45,6.44,6.2,3.77,7.6,5.09
1816,2023-10-25,63,92,0,16,41,1,0,20.77777777777778,4,5,0.4,0.5,-1,4,8,-8.31,-6.99,-15.3,29.98,20.93,8.52,6.27,3.31,3.94,5.89,4.97
1817,2023-10-25,92,63,1,41,16,0,0,28.55555555555556,7,2,0.8,0.75,-1,9,4,-0.6,1.28,0.68,40.37,11.15,7.72,5.8,5.26,2.24,6.2,3.8
1818,2023-10-25,182,234,0,34,37,1,0,16.0,0,8,0.0,0.0,-1,3,9,-7.14,-3.02,-10.17,31.05,15.17,7.42,5.93,3.55,3.7,5.58,4.84
1819,2023-10-25,234,182,1,37,34,0,0,18.666666666666668,3,6,0.25,0.4,-1,3,9,-7.53,-3.56,-11.1,31.32,15.96,9.29,5.46,4.6,4.73,6.59,4.94
1822,2023-10-26,71,72,1,44,27,1,0,33.75,6,2,1.0,0.3333333333333333,-1,6,7,0.99,-6.71,-5.71,41.84,19.44,8.14,6.61,5.21,3.58,6.87,5.05
1823,2023-10-26,72,71,0,27,44,0,0,30.375,6,2,0.75,0.75,-1,7,6,-0.35,-2.89,-3.24,38.91,16.23,8.61,6.78,5.85,3.1,6.92,4.97
1826,2023-10-26,205,244,0,10,38,0,1,26.375,4,4,0.75,0.25,-1,6,7,-7.34,4.4,-2.93,37.1,10.2,8.5,5.55,5.29,2.55,6.47,4.08
1827,2023-10-26,244,205,1,38,10,1,1,26.125,4,4,0.8,0.0,-1,7,6,4.05,1.85,5.9,46.77,9.79,9.19,4.82,6.48,3.07,7.56,3.94
1830,2023-10-27,35,61,0,16,38,1,0,14.75,2,6,0.25,0.25,-1,3,9,-9.37,-3.54,-12.91,29.98,15.13,7.11,6.3,4.87,3.65,5.73,4.83
1831,2023-10-27,61,35,1,38,16,0,0,25.875,4,4,0.5,0.5,-1,4,8,-5.1,-1.91,-7.01,35.97,14.11,7.54,6.24,4.87,2.95,6.21,4.52
1834,2023-10-28,2,42,1,30,13,0,0,33.625,8,0,1.0,1.0,-1,9,4,-1.51,4.75,3.25,39.95,7.21,11.89,5.71,5.97,2.27,6.77,3.97
1835,2023-10-28,42,2,0,13,30,1,0,27.75,3,5,0.5,0.25,-1,5,7,-1.47,-5.88,-7.35,36.94,17.18,8.62,6.04,4.07,3.49,6.69,4.69
1840,2023-10-28,8,196,1,48,38,1,0,34.375,4,4,0.75,0.25,-1,9,5,7.47,-4.33,3.14,46.31,16.0,9.36,5.48,5.79,3.97,7.37,4.72
1841,2023-10-28,196,8,0,38,48,0,0,22.875,1,7,0.25,0.0,-1,3,9,-2.26,-6.3,-8.56,36.65,22.7,7.78,7.57,5.37,3.88,6.38,5.54
1842,2023-10-28,9,248,1,38,27,1,0,19.625,2,6,0.3333333333333333,0.0,-1,3,9,-6.01,2.03,-3.98,34.9,11.55,7.73,5.35,4.9,3.06,6.35,4.08
1843,2023-10-28,248,9,0,27,38,0,0,32.125,4,4,0.75,0.25,-1,5,7,4.87,-0.64,4.23,48.48,10.9,9.94,5.24,4.28,3.16,7.56,3.99
1844,2023-10-28,10,164,1,27,24,1,1,31.25,5,3,0.75,0.5,11,10,3,8.33,5.48,13.8,50.88,4.0,10.69,5.15,5.75,2.69,8.35,3.85
1845,2023-10-28,164,10,0,24,27,0,1,36.375,6,2,1.0,0.5,-1,8,5,5.14,4.28,9.42,49.48,4.52,10.51,5.12,6.16,2.38,8.13,3.67
1846,2023-10-28,12,230,1,34,24,0,0,23.0,4,4,0.5,0.5,-1,6,7,-2.87,0.13,-2.74,37.7,16.58,9.0,6.45,5.21,3.56,6.87,4.92
1847,2023-10-28,230,12,0,24,34,1,0,20.375,2,6,0.4,0.0,-1,2,10,-8.99,-4.31,-13.3,29.76,20.02,7.24,6.66,5.36,3.04,6.19,4.75
1850,2023-10-28,14,124,1,27,13,1,0,26.75,4,4,0.6,0.3333333333333333,-1,6,7,-1.93,5.94,4.01,42.06,3.55,8.46,5.0,6.02,3.03,6.93,3.91
1851,2023-10-28,124,14,0,13,27,0,0,25.125,4,4,0.6,0.3333333333333333,-1,5,7,-4.26,3.48,-0.78,37.88,7.6,7.82,4.89,5.71,2.65,6.63,3.64
1854,2023-10-28,16,214,0,6,35,0,0,24.875,5,3,1.0,0.25,-1,5,7,-1.28,0.36,-0.92,39.87,11.99,7.88,5.19,4.62,3.6,6.22,4.42
1855,2023-10-28,214,16,1,35,6,1,0,34.5,7,1,1.0,0.75,3,12,2,9.43,10.89,20.32,54.23,-1.29,10.51,4.94,6.21,1.64,8.18,3.57
1856,2023-10-28,18,90,0,18,30,1,0,22.5,3,5,0.1666666666666666,1.0,-1,3,9,0.09,-4.95,-4.86,40.18,15.67,8.87,6.9,4.54,3.58,6.68,5.04
1857,2023-10-28,90,18,1,30,18,0,1,23.875,5,3,0.75,0.5,-1,7,6,1.84,5.36,7.2,43.29,4.88,10.01,5.01,5.22,2.61,7.5,3.83
1860,2023-10-28,20,258,1,32,7,1,1,30.0,4,4,0.75,0.25,-1,8,6,4.22,0.58,4.8,45.22,10.57,9.93,6.11,6.24,2.97,7.69,4.65
1861,2023-10-28,258,20,0,7,32,0,1,23.875,5,3,1.0,0.0,-1,9,4,-1.87,3.05,1.18,37.81,8.83,8.39,4.76,5.33,3.2,6.5,4.09
1862,2023-10-28,21,229,1,21,14,1,0,28.125,5,3,0.6,0.6666666666666666,-1,7,6,2.02,-4.57,-2.55,40.77,14.23,8.31,6.14,6.01,4.03,6.9,5.04
1863,2023-10-28,229,21,0,14,21,0,0,19.75,1,7,0.0,0.3333333333333333,-1,3,9,-9.56,-0.36,-9.92,30.53,15.77,7.25,6.81,5.12,3.09,6.06,4.9
1870,2023-10-28,29,232,0,49,50,1,1,32.25,3,5,0.4,0.3333333333333333,-1,6,7,5.93,-4.07,1.86,47.33,14.53,8.6,5.52,5.69,2.48,7.05,3.96
1871,2023-10-28,232,29,1,50,49,0,0,45.888888888888886,7,2,0.8,0.75,-1,8,5,16.66,-7.07,9.59,61.0,16.01,11.66,5.62,6.29,3.48,9.18,4.35
1878,2023-10-28,37,160,0,13,45,0,0,25.25,2,6,0.2,0.3333333333333333,-1,3,9,-3.16,-2.85,-6.01,39.96,13.99,8.41,6.25,6.2,4.22,7.1,5.19
1879,2023-10-28,160,37,1,45,13,1,0,31.125,6,2,0.8,0.6666666666666666,16,10,4,5.85,0.6,6.45,47.03,10.23,8.55,6.64,6.09,3.18,7.35,4.85
1880,2023-10-28,38,134,0,17,24,0,0,28.75,4,4,0.75,0.25,20,9,4,4.19,5.62,9.82,47.38,3.87,8.16,3.73,5.77,2.34,6.82,3.11
1881,2023-10-28,134,38,1,24,17,1,1,25.25,5,3,0.6,0.6666666666666666,21,9,4,1.77,5.65,7.41,43.25,3.77,8.65,4.94,5.62,2.56,6.89,3.92
1882,2023-10-28,39,111,1,34,6,1,0,30.25,5,3,0.75,0.5,-1,8,5,-1.33,2.13,0.8,40.22,11.09,9.75,5.74,5.54,3.58,7.43,4.68
1883,2023-10-28,111,39,0,6,34,0,0,24.625,4,4,0.75,0.25,-1,6,7,-2.58,-3.32,-5.91,36.4,15.34,8.27,5.49,5.07,3.2,6.52,4.34
1884,2023-10-28,41,228,0,16,28,0,1,32.125,4,4,0.5,0.5,-1,4,8,6.37,-5.4,0.98,47.22,16.38,9.62,5.79,3.82,3.43,7.05,4.41
1885,2023-10-28,228,41,1,28,16,1,0,30.875,6,2,1.0,0.5,-1,8,5,-2.38,8.76,6.37,41.12,1.87,8.95,4.41,5.99,1.65,7.28,3.08
1900,2023-10-28,51,108,0,0,23,0,0,25.875,5,3,0.8,0.3333333333333333,-1,8,5,2.92,6.1,9.02,44.78,3.32,8.53,4.76,6.42,2.82,7.3,3.8
1901,2023-10-28,108,51,1,23,0,1,1,32.75,7,1,1.0,0.75,19,10,4,3.33,7.09,10.42,47.13,2.77,10.06,5.33,5.95,1.78,7.71,3.59
1904,2023-10-28,53,235,0,27,41,0,0,18.625,1,7,0.25,0.0,-1,2,10,-9.5,0.24,-9.26,31.73,9.93,6.51,6.4,4.69,2.47,5.54,4.31
1905,2023-10-28,235,53,1,41,27,1,0,30.5,5,3,0.75,0.5,-1,9,4,2.68,0.74,3.42,43.31,11.09,8.38,5.48,5.33,2.7,6.74,4.09
1910,2023-10-28,57,254,0,21,45,1,0,18.55555555555556,4,5,0.8,0.0,-1,6,7,-9.71,-4.44,-14.16,27.94,18.69,6.31,6.73,4.16,3.97,5.11,5.26
1911,2023-10-28,254,57,1,45,21,0,0,26.22222222222222,3,6,0.6666666666666666,0.1666666666666666,-1,4,8,-1.19,-10.27,-11.46,37.84,24.21,7.9,7.39,5.06,3.75,6.27,5.59
1916,2023-10-28,62,70,0,20,43,0,1,28.0,5,3,1.0,0.25,-1,5,7,4.21,-0.91,3.31,46.49,8.98,10.04,6.14,5.66,3.49,7.67,4.73
1917,2023-10-28,70,62,1,43,20,0,1,40.5,8,0,1.0,1.0,4,13,1,8.61,11.39,20.0,57.42,-2.04,11.31,3.61,6.6,2.4,8.78,3.11
1918,2023-10-28,64,246,1,41,16,0,0,41.5,8,0,1.0,1.0,6,13,1,6.24,10.28,16.51,51.34,1.83,9.82,4.09,5.88,2.66,7.71,3.38
1919,2023-10-28,246,64,0,16,41,1,0,22.25,4,4,0.6,0.3333333333333333,-1,4,8,-2.48,-0.84,-3.32,37.51,11.05,9.55,6.34,4.69,2.83,6.65,4.47
1922,2023-10-28,66,231,1,31,24,1,1,33.625,7,1,1.0,0.75,-1,9,4,0.29,-0.83,-0.54,40.4,12.64,8.12,5.43,4.36,3.24,6.47,4.33
1923,2023-10-28,231,66,0,24,31,0,0,34.25,6,2,1.0,0.5,-1,9,5,7.07,-4.68,2.39,47.47,16.24,9.74,7.13,5.31,3.38,7.2,5.11
1928,2023-10-28,73,146,1,46,42,1,0,31.75,4,4,0.5,0.5,-1,7,6,6.43,-2.73,3.71,48.07,12.31,9.46,5.52,6.73,4.02,7.86,4.72
1929,2023-10-28,146,73,0,42,46,0,0,36.625,6,2,0.8,0.6666666666666666,-1,8,5,7.55,-1.54,6.01,50.75,11.68,10.31,5.69,6.27,2.94,8.13,4.28
1932,2023-10-28,77,186,0,0,35,1,0,20.88888888888889,2,7,0.4,0.0,-1,5,8,-4.87,-5.91,-10.79,33.77,20.17,8.01,6.78,3.74,3.56,6.26,4.97
1933,2023-10-28,186,77,1,35,0,0,0,33.0,4,5,0.5,0.4,-1,7,6,0.11,1.07,1.18,43.3,10.43,8.82,4.59,6.41,3.35,7.49,3.98
1936,2023-10-28,80,95,0,0,41,0,0,25.25,3,5,0.6,0.0,-1,4,8,-0.29,-2.24,-2.54,40.65,13.32,8.73,6.37,5.05,2.96,6.9,4.48
1937,2023-10-28,95,80,1,41,0,1,0,37.375,6,2,1.0,0.3333333333333333,18,9,4,9.06,6.56,15.63,55.33,3.48,9.07,4.59,6.33,3.45,7.49,4.12
1946,2023-10-28,87,165,0,24,33,0,0,18.625,2,6,0.5,0.0,-1,3,9,0.3,-2.78,-2.49,41.12,13.77,8.98,6.22,5.01,3.05,6.79,4.46
1947,2023-10-28,165,87,1,33,24,1,0,38.875,7,1,1.0,0.6666666666666666,13,10,3,5.2,13.03,18.23,54.24,-2.47,8.73,4.74,6.1,1.23,7.25,2.81
1950,2023-10-28,93,161,1,30,27,1,0,32.125,8,0,1.0,1.0,-1,11,2,3.99,4.54,8.53,45.94,7.12,10.0,5.51,5.01,1.51,7.37,3.83
1951,2023-10-28,161,93,0,27,30,0,0,24.5,4,4,0.75,0.25,-1,6,7,-2.68,-1.69,-4.37,34.88,12.94,8.26,5.64,5.14,2.3,6.42,3.9
1952,2023-10-28,94,159,1,38,33,1,1,35.75,6,2,1.0,0.3333333333333333,23,9,4,8.71,0.34,9.06,50.83,9.25,11.65,5.64,6.38,3.21,8.37,4.32
1953,2023-10-28,159,94,0,33,38,0,0,41.875,7,1,1.0,0.75,15,10,3,11.51,4.35,15.86,59.1,4.69,10.93,4.65,5.68,2.42,8.07,3.64
1954,2023-10-28,98,211,0,27,33,1,1,30.75,5,3,0.6666666666666666,0.5,-1,7,6,5.01,0.34,5.35,47.33,9.9,9.47,5.48,6.39,2.12,7.9,3.83
1955,2023-10-28,211,98,1,33,27,0,0,31.75,6,2,1.0,0.5,17,9,4,3.89,6.81,10.69,49.81,3.79,9.77,4.97,6.93,2.18,8.15,3.55
1958,2023-10-28,106,187,1,33,20,0,0,32.875,5,3,0.75,0.5,-1,6,7,3.65,-6.14,-2.49,42.4,17.64,8.68,6.3,5.93,2.8,7.11,4.29
1959,2023-10-28,187,106,0,20,33,1,0,33.5,4,4,0.5,0.5,-1,7,6,-1.2,2.77,1.57,43.89,9.88,9.04,6.27,5.89,2.27,7.33,4.06
1964,2023-10-28,112,155,0,27,33,0,1,32.625,5,3,0.8,0.3333333333333333,-1,8,5,7.03,2.71,9.74,48.52,7.87,9.64,5.01,5.19,2.37,7.6,3.69
1965,2023-10-28,155,112,1,33,27,1,0,21.75,4,4,0.8,0.0,-1,8,5,0.65,1.88,2.53,40.86,8.99,8.9,5.54,4.4,2.81,6.41,4.02
1968,2023-10-28,115,149,1,45,42,0,0,36.75,6,2,0.75,0.75,-1,10,3,11.2,-4.9,6.29,51.9,16.18,9.47,6.49,5.55,3.56,7.59,5.09
1969,2023-10-28,149,115,0,42,45,1,0,35.5,3,5,0.5,0.25,-1,5,7,5.93,-13.1,-7.17,44.83,25.2,9.04,6.84,5.96,4.96,7.49,5.6
1974,2023-10-28,118,157,1,30,16,0,0,29.77777777777778,7,2,0.6666666666666666,0.8333333333333334,-1,11,3,-4.53,6.28,1.75,35.31,6.37,8.94,5.8,5.18,2.74,6.53,4.2
1975,2023-10-28,157,118,0,16,30,1,0,21.77777777777778,6,3,0.8,0.5,-1,10,3,-5.28,4.62,-0.66,33.64,8.18,7.8,5.86,4.59,2.64,5.96,4.3
1976,2023-10-28,119,243,1,29,26,1,0,35.375,6,2,0.8333333333333334,0.5,-1,7,6,4.64,3.33,7.97,48.16,6.75,9.52,5.48,6.36,2.07,7.87,3.82
1977,2023-10-28,243,119,0,26,29,0,0,23.875,2,6,0.3333333333333333,0.2,-1,3,9,0.22,-4.01,-3.78,40.84,15.45,9.47,5.23,4.57,3.42,6.73,4.31
1978,2023-10-28,120,123,0,12,27,0,0,18.0,2,6,0.4,0.0,-1,4,8,-4.57,3.02,-1.54,36.16,12.08,8.55,6.25,4.47,2.91,6.45,4.46
1979,2023-10-28,123,120,1,27,12,1,0,21.125,5,3,0.8,0.3333333333333333,-1,6,7,-0.43,0.43,-0.01,39.63,12.09,8.01,5.84,5.67,3.54,6.56,4.73
1992,2023-10-28,136,172,1,31,14,1,0,20.25,5,3,0.8,0.3333333333333333,-1,5,7,-5.93,7.99,2.06,34.82,3.24,8.22,4.68,5.78,2.02,6.68,3.41
1993,2023-10-28,172,136,0,14,31,0,1,21.875,2,6,0.2,0.3333333333333333,-1,4,8,3.7,-4.08,-0.38,44.48,15.31,8.84,6.32,6.04,2.75,7.26,4.48
1994,2023-10-28,137,139,1,34,24,1,0,18.0,2,6,0.25,0.25,-1,2,10,-12.92,-2.88,-15.8,26.54,18.47,7.24,7.14,4.03,4.39,5.43,5.57
1995,2023-10-28,139,137,0,24,34,0,0,29.125,3,5,0.5,0.25,-1,4,8,-2.6,-7.37,-9.97,38.07,22.56,8.57,7.51,5.97,4.13,7.09,5.61
2002,2023-10-28,156,167,1,58,7,1,1,38.333333333333336,7,2,0.8,0.75,14,10,3,7.31,9.48,16.79,56.43,0.72,10.88,3.71,6.73,2.37,8.5,3.04
2003,2023-10-28,167,156,0,7,58,0,0,22.375,2,6,0.5,0.0,-1,3,9,-4.47,1.19,-3.28,37.34,10.2,9.05,6.12,4.65,2.02,6.77,3.76
2004,2023-10-28,158,256,1,24,10,0,0,32.5,8,0,1.0,1.0,10,11,2,4.02,16.23,20.26,49.0,-6.57,10.77,3.31,5.64,2.16,8.07,2.71
2005,2023-10-28,256,158,0,10,24,1,0,24.75,5,3,0.6,0.6666666666666666,-1,7,6,-0.34,6.16,5.82,40.64,4.15,8.1,4.95,5.96,2.68,6.96,3.75
2006,2023-10-28,162,241,1,33,7,1,0,38.875,7,1,1.0,0.6666666666666666,9,11,2,8.19,5.3,13.49,53.0,4.32,11.4,5.23,5.66,2.59,8.06,3.88
2007,2023-10-28,241,162,0,7,33,0,1,25.444444444444443,2,7,0.4,0.0,-1,2,10,-1.83,-7.38,-9.2,40.36,18.31,8.55,5.61,4.64,3.91,6.65,4.85
2008,2023-10-28,163,238,1,35,6,0,0,45.5,7,1,1.0,0.75,6,12,2,8.1,11.85,19.94,59.15,-1.82,11.35,4.08,7.03,2.6,9.29,3.32
2009,2023-10-28,238,163,0,6,35,1,0,21.25,6,2,0.8,0.6666666666666666,-1,8,5,-3.28,10.25,6.97,39.81,-0.15,8.43,4.62,5.47,1.97,6.62,3.36
2010,2023-10-28,174,222,0,28,30,1,0,33.25,4,4,0.6,0.3333333333333333,-1,6,7,1.1,-5.04,-3.94,42.55,15.71,8.7,6.24,4.98,3.26,6.88,4.62
2011,2023-10-28,222,174,1,30,28,0,0,30.625,7,1,0.8,1.0,-1,11,3,-1.07,5.06,3.99,37.79,5.46,9.27,5.41,5.06,2.46,6.8,4.0
2014,2023-10-28,179,223,1,69,10,1,0,40.5,6,2,1.0,0.5,22,11,3,1.04,6.37,7.41,50.05,5.32,9.37,4.8,5.21,2.53,7.11,3.58
2015,2023-10-28,223,179,0,10,69,0,0,22.0,3,5,0.5,0.25,-1,4,8,-4.15,-4.08,-8.23,36.65,20.57,8.69,7.48,5.09,3.8,6.52,5.5
2018,2023-10-28,188,212,0,17,30,0,0,25.375,2,6,0.6666666666666666,0.0,-1,5,7,1.36,0.98,2.33,44.03,7.75,10.17,5.42,4.29,2.44,7.3,3.85
2019,2023-10-28,212,188,1,30,17,1,1,32.0,5,3,0.8,0.3333333333333333,-1,7,6,4.48,4.49,8.98,49.74,4.43,9.85,5.35,5.2,1.87,7.4,3.57
2026,2023-10-28,200,247,0,33,42,1,0,22.75,2,6,0.0,0.6666666666666666,-1,3,9,-3.02,-1.74,-4.76,37.51,16.35,8.66,5.9,4.76,3.47,6.71,4.5
2027,2023-10-28,247,200,1,42,33,0,0,40.375,8,0,1.0,1.0,2,14,1,13.35,4.54,17.89,55.44,3.83,11.0,4.14,5.85,3.24,8.75,3.76
2032,2023-10-28,216,221,0,13,31,1,1,35.125,5,3,0.75,0.5,-1,8,5,8.0,-8.35,-0.35,47.45,21.66,9.09,6.58,5.55,3.12,7.13,4.7
2033,2023-10-28,221,216,1,31,13,0,1,27.125,6,2,0.75,0.75,-1,11,3,1.77,8.52,10.29,41.5,3.07,9.38,5.16,5.42,1.91,7.27,3.57
2034,2023-10-28,227,250,0,28,41,1,0,33.375,3,5,0.5,0.25,-1,6,7,1.57,0.77,2.34,45.52,8.54,10.5,5.21,6.47,3.51,8.1,4.29
